Attacker_Name,sessions,activity_recorded,activity_per_session
CB607 (g1),1,1,1.0
CB608 (13 The Annihilator),24,61,2.5416666666666665
CB608 (Firehawk),1,6,6.0
CB608 (Lightning Bolt),1,4,4.0
CB608 (Myght Guy),10,26,2.6
CB608 (No Life with out Jesus),1,4,4.0
CB608 (Typhoon),4,25,6.25
CB608 (Ungodly Planet),3,32,10.666666666666666
CB609 (Abbara),5,7,1.4
CB609 (BlackZZ),5,5,1.0
CB609 (Brevity),2,5,2.5
CB609 (D34TH),1,4,4.0
CB609 (Daxio),2,202,101.0
CB609 (Derivative),26,134,5.153846153846154
CB609 (DrPepper),3,26,8.666666666666666
CB609 (Eia),4,15,3.75
CB609 (Ethereal Kappa),1,1,1.0
CB609 (Ethereal gamma),4,5,1.25
CB609 (FOXJOKE),1,4,4.0
CB609 (Frailty),1,3,3.0
CB609 (Government Hoover),2,27,13.5
CB609 (Jon Roy),7,67,9.571428571428571
CB609 (OG Snooks),5,39,7.8
CB609 (PreyingMantis),4,8,2.0
CB609 (Rize),2,3,1.5
CB609 (Sardakk Norr),1,6,6.0
CB609 (Shadow Trader),7,50,7.142857142857143
CB609 (Suspicious Coconut),1,4,4.0
CB609 (Swog7),2,5,2.5
CB609 (Vasco da Gama),15,31,2.066666666666667
CB609 (doktorbob),1,1,1.0
CB609 (mashal II),1,2,2.0
CB609 (trampeltier),1,1,1.0
CB61 (Darkhaven),3,10,3.3333333333333335
CB61 (Eia),6,34,5.666666666666667
CB61 (Good Bird),4,218,54.5
CB61 (HellSpreader2),1,1,1.0
CB61 (Myght Guy),1,12,12.0
CB61 (NukeACow),1,31,31.0
CB61 (ReVityyfc),1,3,3.0
CB61 (ShivasJoy),1,1,1.0
CB61 (Skynet-Slaver),2,4,2.0
CB61 (T-BagII),1,1,1.0
CB61 (Trouble),3,3,1.0
CB61 (Vulcan-Appocolypse),1,5,5.0
CB61 (Yehaaaaaaaaaaa),2,8,4.0
CB61 (ZoltanXPS),1,3,3.0
CB61 (xElite Kingx),1,7,7.0
CB610 (APOC4LYPSE),6,41,6.833333333333333
CB610 (Bucaneer),1,5,5.0
CB610 (Candor),1,5,5.0
CB610 (Dark Flame Guard),2,9,4.5
CB610 (DefinitelynotDingus),1,4,4.0
CB610 (Eia),8,72,9.0
CB610 (Enduros),3,25,8.333333333333334
CB610 (FeiFei),5,123,24.6
CB610 (Nymyr),1,4,4.0
CB610 (Pilgrim),4,8,2.0
CB610 (ShivasJoy),1,2,2.0
CB610 (Silius),3,13,4.333333333333333
CB610 (Skynet-Slaver),5,15,3.0
CB610 (Slizer88),5,33,6.6
CB610 (SonataPinata),4,16,4.0
CB610 (SouthStarO5),1,5,5.0
CB610 (TheMerno),1,4,4.0
CB610 (Wireless),87,201,2.310344827586207
CB610 (ada153),1,3,3.0
CB610 (hellguard3),2,24,12.0
CB611 (8Ball),1,8,8.0
CB611 (Abbara),1,3,3.0
CB611 (Abomni),7,32,4.571428571428571
CB611 (Badunka),4,6,1.5
CB611 (BlackZ),3,6,2.0
CB611 (Crade),1,8,8.0
CB611 (Daxio),6,228,38.0
CB611 (Fire),6,58,9.666666666666666
CB611 (Hellfrost),1,1,1.0
CB611 (Imperator Princeps),1,8,8.0
CB611 (Khaak),2,6,3.0
CB611 (Libra-L7),2,12,6.0
CB611 (Rootheer),3,11,3.6666666666666665
CB611 (Scotch Bingington),1,3,3.0
CB611 (SouthStarO5),3,35,11.666666666666666
CB611 (Star Rider),2,5,2.5
CB611 (Still Free27),1,2,2.0
CB611 (ZGMF),2,3,1.5
CB611 (flip77),3,4,1.3333333333333333
CB612 (Accidental Child),1,2,2.0
CB612 (Bergiton),5,109,21.8
CB612 (Cold Spartan),1,1,1.0
CB612 (FOXJOKE),1,1,1.0
CB612 (Ghost of Creus),4,11,2.75
CB612 (HitmanCaius),1,5,5.0
CB612 (Irony),2,11,5.5
CB612 (Jit),1,1,1.0
CB612 (Jon Roy),8,43,5.375
CB612 (Nga),1,1,1.0
CB612 (Nicoalas),1,6,6.0
CB612 (NukeACow),2,2,1.0
CB612 (Turnbull),6,41,6.833333333333333
CB612 (Undead kightkiller),2,4,2.0
CB612 (WingCommander),1,2,2.0
CB612 (Yugh),3,12,4.0
CB612 (ZeviorZoom),12,31,2.5833333333333335
CB612 (bloodybirne),1,6,6.0
CB612 (gorkg),2,2,1.0
CB612 (larjulam),2,12,6.0
CB612 (tribohr),1,1,1.0
CB613 (Abbara),1,7,7.0
CB613 (Alaris),1,1,1.0
CB613 (Iron),21,45,2.142857142857143
CB613 (Libra-L7),1,2,2.0
CB613 (NukeACow),1,5,5.0
CB613 (Nurse Elly),2,13,6.5
CB613 (Rize),1,8,8.0
CB613 (Schwarm),1,1,1.0
CB613 (SnipingStarO5),1,1,1.0
CB613 (Sofie),1,4,4.0
CB613 (Spiritbox),2,3,1.5
CB613 (Undead kightkiller),4,11,2.75
CB613 (ZoltanXPS),1,7,7.0
CB613 (firestarspelt),5,24,4.8
CB613 (madman32),1,1,1.0
CB613 (shmJmeel),1,1,1.0
CB614 (AnarchyX),11,62,5.636363636363637
CB614 (Anti Matter),2,6,3.0
CB614 (Archipelago),1,1,1.0
CB614 (Badunka),12,118,9.833333333333334
CB614 (Banshee),3,8,2.6666666666666665
CB614 (FOXJOKE),3,7,2.3333333333333335
CB614 (SETI),3,5,1.6666666666666667
CB614 (Skynet-Slaver),2,4,2.0
CB614 (SouthStarO5 FC),2,28,14.0
CB614 (Still Free27),1,5,5.0
CB614 (Telemachus),2,2,1.0
CB614 (Zaknefien),2,55,27.5
CB614 (ZoltanXPS),1,2,2.0
CB615 (Albert Hofmann),1,1,1.0
CB615 (Captain Doge),10,16,1.6
CB615 (Closey),23,96,4.173913043478261
CB615 (Dissent),1,2,2.0
CB615 (Droid3t),1,12,12.0
CB615 (Drushem),1,1,1.0
CB615 (FOXJOKE),2,4,2.0
CB615 (HellSpreader2),1,2,2.0
CB615 (Jit),1,1,1.0
CB615 (LN),2,7,3.5
CB615 (Nefertiri),5,29,5.8
CB615 (NukeACow),1,2,2.0
CB615 (Nymyr),1,2,2.0
CB615 (ShivasJoy),1,3,3.0
CB615 (SouthStarO5),1,13,13.0
CB615 (Zena),1,1,1.0
CB616 (Arkurias),1,1,1.0
CB616 (Dissent),1,6,6.0
CB616 (Enduros),3,6,2.0
CB616 (FOXJOKE),1,2,2.0
CB616 (Fire),2,6,3.0
CB616 (Jimo),1,2,2.0
CB616 (Meat Hammer),2,4,2.0
CB616 (Nekro Virus),2,18,9.0
CB616 (Number XIII),3,16,5.333333333333333
CB616 (Nurse Elly),1,1,1.0
CB616 (SouthStarO5),1,3,3.0
CB616 (Syrrex),1,1,1.0
CB616 (World3ater),1,2,2.0
CB616 (bloodybirne),3,9,3.0
CB616 (xElite Kingx),1,2,2.0
CB617 (Archipelago),1,4,4.0
CB617 (Darkhaven),2,10,5.0
CB617 (Dazio),5,21,4.2
CB617 (Eulides),3,38,12.666666666666666
CB617 (Jon Roy),1,7,7.0
CB617 (Libra-L7),3,42,14.0
CB617 (Muffasa),8,30,3.75
CB617 (Mujika),3,6,2.0
CB617 (NukeACow),7,35,5.0
CB617 (Schwarm),2,5,2.5
CB617 (ShivasJoy),1,3,3.0
CB617 (SnipingStarO5),3,10,3.3333333333333335
CB617 (Thagdal),4,6,1.5
CB617 (The Last Bule),1,6,6.0
CB617 (Venutian-Chaos),2,4,2.0
CB617 (schizoid embolism),1,2,2.0
CB618 (CSE),1,3,3.0
CB618 (Claire),1,2,2.0
CB618 (Computer Sheep),1,6,6.0
CB618 (Darkhaven),3,6,2.0
CB618 (Drushem),2,3,1.5
CB618 (Gerbilator),2,3,1.5
CB618 (Ixius),2,5,2.5
CB618 (KingOfTheEast),3,13,4.333333333333333
CB618 (Laertes),1,1,1.0
CB618 (Lazerus),2,9,4.5
CB618 (Pipinpadaloxicopolis),1,2,2.0
CB618 (ReVityyfc),3,3,1.0
CB618 (Relativity),1,1,1.0
CB618 (Shantone02),10,155,15.5
CB618 (Telemachus),2,7,3.5
CB618 (Tenshi),1,2,2.0
CB618 (The Master Of Masks),1,2,2.0
CB618 (Undead kightkiller),2,3,1.5
CB618 (ada153),1,2,2.0
CB618 (nolife0),1,3,3.0
CB619 (Anzu),1,16,16.0
CB619 (Cool),1,1,1.0
CB619 (Earths Son),1,1,1.0
CB619 (FOXJOKE),2,3,1.5
CB619 (Frog Detective),11,82,7.454545454545454
CB619 (God of Thunder),2,2,1.0
CB619 (Hattori),1,1,1.0
CB619 (Hooch Dealer),9,83,9.222222222222221
CB619 (Nieuwe Maan),3,6,2.0
CB619 (Noodle420),1,5,5.0
CB619 (OG Snooks),1,9,9.0
CB619 (Pervert),1,1,1.0
CB619 (ShivasJoy),1,5,5.0
CB619 (Slizer88),4,33,8.25
CB619 (Smellyboy),3,16,5.333333333333333
CB619 (SouthStarO5 Sd),1,30,30.0
CB619 (SouthStarO5),1,1,1.0
CB619 (Spirit of the Healer),6,27,4.5
CB619 (Spiritbox),1,5,5.0
CB619 (Squid DM),1,17,17.0
CB619 (StickInsect),1,1,1.0
CB619 (World3ater),1,1,1.0
CB619 (YoFurry),1,8,8.0
CB619 (bloodybirne),1,1,1.0
CB62 (Cookies R Us),1,3,3.0
CB62 (Deslock35),1,16,16.0
CB62 (FOXJOKE),1,1,1.0
CB62 (Fart Garfunkel),1,3,3.0
CB62 (FriendlyUndertaker),1,1,1.0
CB62 (KingOfTheEast),3,8,2.6666666666666665
CB62 (Libra-L7),1,1,1.0
CB62 (Shadow Trader),6,69,11.5
CB62 (Spiritbox),3,37,12.333333333333334
CB62 (Vulcan-Appocolypse),1,1,1.0
CB620 (Comandor_J),1,2,2.0
CB620 (Commander Peet),1,5,5.0
CB620 (Darkhaven),2,3,1.5
CB620 (Elly),1,9,9.0
CB620 (Ethereal Lambda),9,22,2.4444444444444446
CB620 (Hegesias of Cyrene),8,60,7.5
CB620 (Paradise Lost),1,1,1.0
CB620 (Peach Cobler),1,2,2.0
CB620 (Pervert),8,172,21.5
CB620 (Relativity),1,1,1.0
CB620 (Something Small),1,2,2.0
CB620 (Spiritbox),4,11,2.75
CB620 (Squid DM),2,17,8.5
CB620 (Tokimer),3,11,3.6666666666666665
CB620 (Trouble),16,22,1.375
CB620 (ZoltanXPS),1,1,1.0
CB620 (kez),2,7,3.5
CB621 (Banshee),3,9,3.0
CB621 (Blue Moon),1,3,3.0
CB621 (Dubis),2,2,1.0
CB621 (Ethereal gamma),2,4,2.0
CB621 (FOXJOKE),1,2,2.0
CB621 (Granger),4,27,6.75
CB621 (Hecktor),3,6,2.0
CB621 (Hooch Dealer),2,2,1.0
CB621 (Libra-L7),1,1,1.0
CB621 (Lleldorin),3,6,2.0
CB621 (Myght Guy),3,30,10.0
CB621 (Snimals),1,2,2.0
CB621 (Spawn),15,26,1.7333333333333334
CB621 (gorkg),2,2,1.0
CB622 (Bractish),3,3,1.0
CB622 (FOXJOKE),1,1,1.0
CB622 (Fire),2,11,5.5
CB622 (Fuzzy),1,3,3.0
CB622 (GAT01),1,6,6.0
CB622 (Imperator Princeps),1,10,10.0
CB622 (Lazerus-II),1,6,6.0
CB622 (Nekro Virus),1,1,1.0
CB622 (OG Snooks),5,28,5.6
CB622 (Prophet of Adum),2,10,5.0
CB622 (SaintOfKillers),14,15,1.0714285714285714
CB622 (Spiritbox),2,2,1.0
CB622 (Teeth35),1,1,1.0
CB622 (Xilvana),3,5,1.6666666666666667
CB622 (xElite Kingx),1,8,8.0
CB623 (Bendis),1,2,2.0
CB623 (Claire),1,1,1.0
CB623 (Darkhaven),1,9,9.0
CB623 (FOXJOKE),1,1,1.0
CB623 (KingOfTheEast),1,1,1.0
CB623 (Myght Guy),1,6,6.0
CB623 (Nekro Virus),3,6,2.0
CB623 (Silver Wolf),1,1,1.0
CB623 (Swoge),3,3,1.0
CB623 (ZGMF),1,4,4.0
CB623 (claireplane),1,26,26.0
CB623 (flip77),3,4,1.3333333333333333
CB623 (hellguard3),1,3,3.0
CB623 (rippyking),1,1,1.0
CB624 (Anti Matter),5,20,4.0
CB624 (Damen),3,11,3.6666666666666665
CB624 (Darkhaven),4,13,3.25
CB624 (Elly),3,7,2.3333333333333335
CB624 (Ethereal gamma),1,2,2.0
CB624 (FOXJOKE),1,3,3.0
CB624 (Hydronx),3,59,19.666666666666668
CB624 (Igneil),6,54,9.0
CB624 (Kosh),1,17,17.0
CB624 (Libra-L7),1,1,1.0
CB624 (MistOfSteel),4,24,6.0
CB624 (Myght Guy),3,30,10.0
CB624 (RS Ultimate),1,6,6.0
CB624 (Slizer88),6,58,9.666666666666666
CB624 (Still Free27),1,1,1.0
CB624 (The Murdery Boy),1,1,1.0
CB625 (Darkhaven),3,15,5.0
CB625 (Hellfrost),7,7,1.0
CB625 (Ice Coffee),4,46,11.5
CB625 (Khaak),1,3,3.0
CB625 (Kosh),1,19,19.0
CB625 (MasterBate),1,1,1.0
CB625 (Nekro Virus),2,2,1.0
CB625 (Noodle420),1,1,1.0
CB625 (Shadow Trader),2,33,16.5
CB626 (Bond 007),1,1,1.0
CB626 (Bucaneer),5,7,1.4
CB626 (Darkhaven),1,1,1.0
CB626 (FeiFei),1,18,18.0
CB626 (Garon),2,9,4.5
CB626 (Glen),2,6,3.0
CB626 (Level 6 Technology),1,2,2.0
CB626 (Libra-L7),2,3,1.5
CB626 (Miish),2,5,2.5
CB626 (Muffasa),1,3,3.0
CB626 (Myght Guy),4,5,1.25
CB626 (Nymyr),1,12,12.0
CB626 (SafaKing),8,88,11.0
CB626 (Socius Vita),1,1,1.0
CB626 (TORMENTER),1,1,1.0
CB626 (Trouble),3,5,1.6666666666666667
CB626 (YoFurry),2,3,1.5
CB626 (Zooz),9,26,2.888888888888889
CB626 (gorkg),2,2,1.0
CB626 (mashal II),1,2,2.0
CB627 (Archipelago),1,2,2.0
CB627 (Bracara Augusta),4,17,4.25
CB627 (Brevity),25,174,6.96
CB627 (Comfort Food),2,4,2.0
CB627 (Darkhaven),1,1,1.0
CB627 (F4MINE),3,32,10.666666666666666
CB627 (FOXJOKE),1,4,4.0
CB627 (Fleet Master 3000),1,1,1.0
CB627 (Frailty),1,2,2.0
CB627 (Harvest Moon),8,16,2.0
CB627 (Level 6 Technology),1,10,10.0
CB627 (PreyingMantis),1,5,5.0
CB627 (Silent Assassin 2),1,1,1.0
CB627 (Slizer88),4,225,56.25
CB627 (T3MP),1,2,2.0
CB627 (zelenion),1,11,11.0
CB628 (Abbara),2,6,3.0
CB628 (CSE),6,41,6.833333333333333
CB628 (Crade),2,7,3.5
CB628 (Darkhaven),2,3,1.5
CB628 (Drushem),2,3,1.5
CB628 (FOXJOKE),1,2,2.0
CB628 (Ghost of Creus),4,14,3.5
CB628 (Libra-L7),1,2,2.0
CB628 (Magnetic North),1,1,1.0
CB628 (Olegesuwe),1,2,2.0
CB628 (Schwarm),1,3,3.0
CB628 (These are not the Droids),2,2,1.0
CB628 (Tokimer),1,1,1.0
CB628 (Undead kightkiller),1,12,12.0
CB628 (ada153),1,3,3.0
CB628 (bloodybirne),1,3,3.0
CB628 (gorkg),1,1,1.0
CB628 (larjulan),2,46,23.0
CB628 (mashal II),1,1,1.0
CB628 (zazzre),2,2,1.0
CB628 (zuma),1,2,2.0
CB629 (Bergiton),2,31,15.5
CB629 (Colonist),2,2,1.0
CB629 (E11),3,4,1.3333333333333333
CB629 (Ethereal Pi),2,6,3.0
CB629 (Heated Barrel),1,2,2.0
CB629 (Lazerus-II),2,2,1.0
CB629 (Wireless),3,8,2.6666666666666665
CB629 (ZoltanXPS),1,1,1.0
CB629 (woody),1,1,1.0
CB63 (Albert Hofmann),1,11,11.0
CB63 (Frailty),1,3,3.0
CB63 (Habanero),1,8,8.0
CB63 (Hecktor),4,4,1.0
CB63 (HellDreamer),1,2,2.0
CB63 (Hellfrost),1,5,5.0
CB63 (KingOfTheEast),1,5,5.0
CB63 (Lleldorin),5,6,1.2
CB63 (Mrs Doubtfire),1,3,3.0
CB63 (Muffasa),2,17,8.5
CB63 (Mujika),3,4,1.3333333333333333
CB63 (PandemicRoyale),3,29,9.666666666666666
CB63 (SNERT),1,3,3.0
CB63 (SouthStarO5),2,14,7.0
CB63 (The Eventhorizon),6,38,6.333333333333333
CB63 (mashal II),3,19,6.333333333333333
CB63 (shmJmeel),1,3,3.0
CB630 (BlackZZ),1,1,1.0
CB630 (Bractish),2,2,1.0
CB630 (ChadTheBombLad),1,5,5.0
CB630 (DreadLordNaf),5,30,6.0
CB630 (Eia),2,9,4.5
CB630 (Gerbilator),3,11,3.6666666666666665
CB630 (Jokefox),1,1,1.0
CB630 (KingOfTheEast),2,5,2.5
CB630 (MOTAA),3,9,3.0
CB630 (NukeACow),7,42,6.0
CB630 (OG Snooks),1,5,5.0
CB630 (Savion),1,1,1.0
CB630 (Silent Assassin 2),1,2,2.0
CB630 (Spiritbox),1,11,11.0
CB630 (The Deeps),2,7,3.5
CB630 (Torch),2,4,2.0
CB630 (Vagrant),1,3,3.0
CB631 (Blauer Mond 2),1,3,3.0
CB631 (Bucaneer),1,2,2.0
CB631 (Darkhaven),2,6,3.0
CB631 (Deslock35),1,1,1.0
CB631 (DownAndBelow),1,3,3.0
CB631 (Ethereal Mu),1,5,5.0
CB631 (FeiFei),4,21,5.25
CB631 (Flameone),2,3,1.5
CB631 (Government Hoover),2,4,2.0
CB631 (HellSpreader),3,3,1.0
CB631 (KingOfTheEast),5,11,2.2
CB631 (MasterBate),1,2,2.0
CB631 (Metal Gear),7,19,2.7142857142857144
CB631 (NoQuarter),4,48,12.0
CB631 (Nymyr),1,1,1.0
CB631 (Savion),1,5,5.0
CB631 (Silent Assassin 2),1,2,2.0
CB631 (Still Free27),1,1,1.0
CB631 (Triskaidekaphobia),2,3,1.5
CB631 (Weebee),1,2,2.0
CB631 (Woozy),1,3,3.0
CB631 (black out),1,1,1.0
CB631 (chaser12),1,1,1.0
CB631 (dam it),2,6,3.0
CB631 (shmJmeel),1,2,2.0
CB631 (squeeze),2,3,1.5
CB631 (valkyre),2,2,1.0
CB632 (Badunka),2,6,3.0
CB632 (Crade),2,23,11.5
CB632 (Frailty),1,3,3.0
CB632 (Harule),1,2,2.0
CB632 (Hooch Dealer),9,78,8.666666666666666
CB632 (Khaak),1,2,2.0
CB632 (KingOfTheEast),1,2,2.0
CB632 (Libra-L7),2,172,86.0
CB632 (Marsian Mahem),2,7,3.5
CB632 (Nekro Virus),7,13,1.8571428571428572
CB632 (Nevyn),2,3,1.5
CB632 (Noodle420),1,4,4.0
CB632 (Pleine lune),1,5,5.0
CB632 (Polyphia),2,3,1.5
CB632 (Sandor),1,3,3.0
CB632 (Spawn),1,1,1.0
CB632 (moneymaker-10),8,29,3.625
CB633 (Darkhaven),3,8,2.6666666666666665
CB633 (Dont Stare its Rude),1,2,2.0
CB633 (Earths Son),1,2,2.0
CB633 (FOXJOKE),2,2,1.0
CB633 (HighVelocityHarry),1,4,4.0
CB633 (KingOfTheSouth),4,37,9.25
CB633 (Marsian Mahem),2,3,1.5
CB633 (Ostehaps),1,1,1.0
CB633 (Paradise Lost),2,2,1.0
CB633 (Peter Quill),2,4,2.0
CB633 (SouthStarO5),1,3,3.0
CB633 (Spiritbox),5,17,3.4
CB633 (Terrance),2,3,1.5
CB633 (Undead kightkiller),1,15,15.0
CB633 (chaser12),1,1,1.0
CB633 (flip77),2,3,1.5
CB633 (hellguard3),3,28,9.333333333333334
CB634 (Blauer Mond 4),4,8,2.0
CB634 (Crade),1,1,1.0
CB634 (Curse),2,3,1.5
CB634 (Defcon22),1,6,6.0
CB634 (Ethereal alpha),1,1,1.0
CB634 (Government Hoover),2,2,1.0
CB634 (Hooch Dealer),1,6,6.0
CB634 (Matauty),2,4,2.0
CB634 (Nurse Elly),1,1,1.0
CB634 (ShivasJoy),1,1,1.0
CB634 (SouthStarO5 Sd),1,2,2.0
CB634 (iPod),1,1,1.0
CB635 (All_My_Swagga),1,5,5.0
CB635 (Droid3t),1,1,1.0
CB635 (Federation of Sol),3,12,4.0
CB635 (Flagship Aleksander),1,2,2.0
CB635 (Frailty),1,4,4.0
CB635 (Gandalf White),3,5,1.6666666666666667
CB635 (Glen),1,2,2.0
CB635 (HellDreamer),2,2,1.0
CB635 (L1Z1X Mindnet),1,3,3.0
CB635 (Libra-L7),2,23,11.5
CB635 (Myght Guy),9,93,10.333333333333334
CB635 (Noodle420),1,2,2.0
CB635 (SaintOfKillers),6,13,2.1666666666666665
CB635 (ShivasJoy),1,4,4.0
CB635 (Suicidal Sid),2,6,3.0
CB635 (Telemachus),3,10,3.3333333333333335
CB635 (Undead Bready),1,4,4.0
CB635 (Venutian-Chaos),2,7,3.5
CB635 (Z02),17,22,1.2941176470588236
CB635 (Zerendalus),2,7,3.5
CB635 (chaser11),1,5,5.0
CB635 (ummmmmmmmm),25,181,7.24
CB635 (zuma),1,1,1.0
CB636 (DeJaVu),1,1,1.0
CB636 (Durvofei),1,2,2.0
CB636 (Fleet Of Trains),1,2,2.0
CB636 (Khaak),2,14,7.0
CB636 (Libra-L7),1,13,13.0
CB636 (Malystryx),25,229,9.16
CB636 (PSS Seer),1,5,5.0
CB636 (Point Disarray),2,17,8.5
CB636 (Speed Train),1,2,2.0
CB636 (Swog1),1,1,1.0
CB636 (Wanderer),4,16,4.0
CB636 (kwilson),1,34,34.0
CB637 (Comandor_J),3,4,1.3333333333333333
CB637 (DeJaVu),4,6,1.5
CB637 (DefinitelynotDingus),1,5,5.0
CB637 (ExtraMonty),15,512,34.13333333333333
CB637 (FOXJOKE),2,18,9.0
CB637 (God of Thunder),1,9,9.0
CB637 (MDK),7,151,21.571428571428573
CB637 (Meat Hammer),2,22,11.0
CB637 (OG Snooks),1,5,5.0
CB637 (Rize),3,8,2.6666666666666665
CB637 (Sococry Reborn),2,2,1.0
CB637 (Spatialist),1,1,1.0
CB637 (TheWhiteKnight),3,23,7.666666666666667
CB637 (ZeviorZoom),3,10,3.3333333333333335
CB637 (bloodybirne),1,4,4.0
CB637 (njalla),5,15,3.0
CB637 (tribohr),1,4,4.0
CB638 (Blohm-Voss),1,2,2.0
CB638 (Carbon),2,10,5.0
CB638 (Feinei),1,6,6.0
CB638 (HighVelocityHarry),2,5,2.5
CB638 (Jon Roy),4,19,4.75
CB638 (Lightning Bolt),2,4,2.0
CB638 (Sher Putt),2,6,3.0
CB638 (ShivasJoy),1,1,1.0
CB638 (Undead kightkiller),1,4,4.0
CB638 (ZoltanXPS),2,4,2.0
CB638 (larjulan),1,1,1.0
CB638 (nymphomaniac),3,10,3.3333333333333335
CB639 (ACE),3,7,2.3333333333333335
CB639 (Barrett50),1,1,1.0
CB639 (Cold Spartan),1,1,1.0
CB639 (Comander Caius),1,1,1.0
CB639 (Darkhaven),1,1,1.0
CB639 (Hydronx),2,4,2.0
CB639 (Janussi),1,1,1.0
CB639 (Muffasa),1,2,2.0
CB639 (Myght Guy),1,2,2.0
CB639 (Sanct Germaine),2,3,1.5
CB639 (Turnbull),7,31,4.428571428571429
CB639 (Undead kightkiller),3,48,16.0
CB639 (YoFurry),1,1,1.0
CB639 (ada153),2,5,2.5
CB639 (bloodybirne),1,1,1.0
CB639 (cartoonicus),1,1,1.0
CB639 (jona),4,5,1.25
CB64 (Abomni3),3,4,1.3333333333333333
CB64 (Blauer Mond 3),2,2,1.0
CB64 (Daxio),1,2,2.0
CB64 (Ethereal gamma),1,1,1.0
CB64 (Ghost of Creus),3,19,6.333333333333333
CB64 (Good Bird),4,100,25.0
CB64 (Ixius),1,19,19.0
CB64 (Myght Guy),1,1,1.0
CB64 (Number XIII),1,9,9.0
CB64 (Pleine lune),5,16,3.2
CB64 (SouthStarO5),2,2,1.0
CB64 (SpaceLilly),1,1,1.0
CB64 (StarCzar),5,12,2.4
CB64 (Telemachus),1,5,5.0
CB64 (UberLuger),2,76,38.0
CB64 (Witch King of Angmar),2,21,10.5
CB64 (Zaknefien),15,564,37.6
CB640 (Beetle),1,1,1.0
CB640 (Captain Sky),5,120,24.0
CB640 (Darkhaven),4,23,5.75
CB640 (DeJaVu),5,5,1.0
CB640 (DefinitelynotDingus),4,36,9.0
CB640 (KingOfTheEast),4,17,4.25
CB640 (Miish_SM),1,1,1.0
CB640 (MistOfSteel),4,15,3.75
CB640 (Nekro Virus),1,2,2.0
CB640 (Pervert),2,7,3.5
CB640 (SouthStarO5),1,2,2.0
CB640 (Swog7),1,1,1.0
CB640 (TORMENTER),1,3,3.0
CB640 (Tenshi),1,2,2.0
CB640 (bloodybirne),1,7,7.0
CB640 (shmJmeel),1,2,2.0
CB641 (Belliaum),4,10,2.5
CB641 (Cold Spartan),1,1,1.0
CB641 (Dazio),2,9,4.5
CB641 (FOXJOKE),1,3,3.0
CB641 (Frailty),1,5,5.0
CB641 (Jimo),2,2,1.0
CB641 (Kosh),1,1,1.0
CB641 (LN),3,3,1.0
CB641 (Lleldorin),4,8,2.0
CB641 (Matauty),2,5,2.5
CB641 (Nouvelle lune),1,1,1.0
CB641 (Sandor),1,1,1.0
CB641 (Scotch Bingington),1,1,1.0
CB641 (Third Peace),5,60,12.0
CB641 (Torment),2,4,2.0
CB641 (Undead kightkiller),1,3,3.0
CB641 (Z03),24,42,1.75
CB641 (ada153),1,1,1.0
CB641 (bloodybirne),4,20,5.0
CB642 (Arthur Dent),2,19,9.5
CB642 (Bucaneer),2,2,1.0
CB642 (Darkhaven),1,1,1.0
CB642 (FeiFei),1,5,5.0
CB642 (Gradius),5,9,1.8
CB642 (Hellfrost),1,6,6.0
CB642 (Hooch Dealer),2,20,10.0
CB642 (JaceGannon),1,2,2.0
CB642 (KingOfTheEast),4,18,4.5
CB642 (Nostromontous),6,41,6.833333333333333
CB642 (Schwarm),1,1,1.0
CB642 (Spartacus),4,18,4.5
CB642 (Spiritbox),1,2,2.0
CB642 (The Eventhorizon),3,12,4.0
CB642 (kwilson),1,7,7.0
CB642 (nolife0),1,1,1.0
CB642 (shmJmeel),1,6,6.0
CB643 (Aja),1,10,10.0
CB643 (Archipelago),1,4,4.0
CB643 (Farone2),1,1,1.0
CB643 (Noodle420),1,2,2.0
CB643 (Ophiuchus),1,16,16.0
CB643 (Paradise Lost),3,6,2.0
CB643 (Spiritbox),2,25,12.5
CB643 (Squid R),1,3,3.0
CB643 (The Creator),2,18,9.0
CB643 (The Tobal),4,15,3.75
CB643 (Tradgardstomten),2,2,1.0
CB643 (WhyTry),1,2,2.0
CB643 (colin22),2,37,18.5
CB643 (doktorbob),1,6,6.0
CB643 (hellguard3),1,19,19.0
CB643 (little dew),1,3,3.0
CB643 (trampeltier),2,4,2.0
CB644 (Darkhaven),2,7,3.5
CB644 (Daxio),1,6,6.0
CB644 (Deslock35),1,4,4.0
CB644 (Eia),3,11,3.6666666666666665
CB644 (Elly),3,29,9.666666666666666
CB644 (Hollow),1,1,1.0
CB644 (Level 10 Technology),1,1,1.0
CB644 (Myght Guy),1,5,5.0
CB644 (Nostromontous),1,1,1.0
CB644 (Ostehaps),2,4,2.0
CB644 (Peter Quill),4,52,13.0
CB644 (Professor Z),10,13,1.3
CB644 (Ranger Danger),1,5,5.0
CB644 (ZoltanXPS),1,4,4.0
CB645 (Blauer Mond 5),3,3,1.0
CB645 (Cosplay),1,2,2.0
CB645 (Lazerus),1,1,1.0
CB645 (Marsian Mahem),1,2,2.0
CB645 (Pauwel Kwak),1,3,3.0
CB645 (PreyingMantis),4,10,2.5
CB645 (Savion),2,4,2.0
CB645 (Schwarm),1,3,3.0
CB645 (SouthStarO5 FC),1,2,2.0
CB645 (Squid DM),1,1,1.0
CB645 (Undead kightkiller),1,9,9.0
CB645 (YoFurry),1,6,6.0
CB645 (Z04),1,1,1.0
